module,type,name,res_id,src,value,comments
base,model,"res.country,name",base.tr,Turkey,Turkey,
base,model,"ir.module.module,shortdesc",base.module_l10n_tr,Turkey - Accounting,Turkey - Accounting,
base,model,"res.country,name",base.tm,Turkmenistan,Turkmenistan,
base,model,"res.country,name",base.tc,Turks and Caicos Islands,Turks and Caicos Islands,
base,model,"res.country,name",base.tv,Tuvalu,Tuvalu,
base,model,"ir.module.module,shortdesc",base.module_website_twitter,Twitter Snippet,Twitter Snippet,
base,model,"ir.module.module,shortdesc",base.module_website_twitter_wall,Twitter Wall,Twitter Wall,
base,model,"ir.module.module,summary",base.module_website_twitter,Twitter scroller snippet in website,Twitter scroller snippet in website,
base,model,"ir.model.fields,field_description",base.field_ir_attachment__type,Type,Type,
base,model,"ir.model.fields,field_description",base.field_ir_logging__type,Type,Type,
base,model,"ir.model.fields,field_description",base.field_ir_model__state,Type,Type,
base,model,"ir.model.fields,field_description",base.field_ir_model_fields__state,Type,Type,
base,model,"ir.model.fields,field_description",base.field_ir_property__type,Type,Type,
base,model,"ir.model.fields,field_description",base.field_ir_translation__type,Type,Type,
base,model,"ir.model.fields,field_description",base.field_res_partner_bank__acc_type,Type,Type,
base,model_terms,"ir.ui.view,arch_db",base.ir_logging_search_view,Type,Type,
base,model_terms,"ir.ui.view,arch_db",base.view_attachment_search,Type,Type,
base,model_terms,"ir.ui.view,arch_db",base.view_view_search,Type,Type,
base,model,"ir.model.fields,help",base.field_ir_actions_server__state,"Type of server action. The following values are available:
- 'Execute Python Code': a block of python code that will be executed
- 'Create': create a new record with new values
- 'Update a Record': update the values of a record
- 'Execute several actions': define an action that triggers several other server actions
- 'Send Email': automatically send an email (Discuss)
- 'Add Followers': add followers to a record (Discuss)
- 'Create Next Activity': create an activity (Discuss)","Type of server action. The following values are available:
- 'Execute Python Code': a block of python code that will be executed
- 'Create': create a new record with new values
- 'Update a Record': update the values of a record
- 'Execute several actions': define an action that triggers several other server actions
- 'Send Email': automatically send an email (Discuss)
- 'Add Followers': add followers to a record (Discuss)
- 'Create Next Activity': create an activity (Discuss)",
base,model,"ir.model.fields,help",base.field_ir_cron__state,"Type of server action. The following values are available:
- 'Execute Python Code': a block of python code that will be executed
- 'Create': create a new record with new values
- 'Update a Record': update the values of a record
- 'Execute several actions': define an action that triggers several other server actions
- 'Send Email': automatically send an email (Discuss)
- 'Add Followers': add followers to a record (Discuss)
- 'Create Next Activity': create an activity (Discuss)","Type of server action. The following values are available:
- 'Execute Python Code': a block of python code that will be executed
- 'Create': create a new record with new values
- 'Update a Record': update the values of a record
- 'Execute several actions': define an action that triggers several other server actions
- 'Send Email': automatically send an email (Discuss)
- 'Add Followers': add followers to a record (Discuss)
- 'Create Next Activity': create an activity (Discuss)",
base,model,"ir.model.fields,help",base.field_ir_model_constraint__type,"Type of the constraint: `f` for a foreign key, `u` for other constraints.","Type of the constraint: `f` for a foreign key, `u` for other constraints.",
base,model_terms,"ir.ui.view,arch_db",base.report_irmodeloverview,Type:,Type:,
base,model,"res.partner.industry,full_name",base.res_partner_industry_U,U ACTIVITIES OF EXTRA TERRITORIAL ORGANISATIONS AND BODIES,U ACTIVITIES OF EXTRA TERRITORIAL ORGANISATIONS AND BODIES,
base,model,"ir.module.module,shortdesc",base.module_l10n_ae,U.A.E. - Accounting,U.A.E. - Accounting,
base,model,"ir.module.module,shortdesc",base.module_l10n_uk,UK - Accounting,UK - Accounting,
base,model,"ir.model.fields,field_description",base.field_ir_module_module__url,URL,URL,
base,model,"ir.model.fields.selection,name",base.selection__ir_attachment__type__url,URL,URL,
base,model_terms,"ir.ui.view,arch_db",base.view_attachment_search,URL,URL,
base,model,"ir.model.fields,field_description",base.field_res_lang__url_code,URL Code,URL Code,
base,model,"res.country,name",base.um,USA Minor Outlying Islands,USA Minor Outlying Islands,
base,model,"res.country,vat_label",base.at,USt,USt,
base,model,"ir.module.module,shortdesc",base.module_utm,UTM Trackers,UTM Trackers,
base,model,"ir.module.module,description",base.module_mass_mailing_crm,UTM and mass mailing on lead / opportunities,UTM and mass mailing on lead / opportunities,
base,model,"ir.module.module,description",base.module_mass_mailing_sale,UTM and mass mailing on sale orders,UTM and mass mailing on sale orders,
base,model,"res.country,name",base.ug,Uganda,Uganda,
base,model,"res.country,name",base.ua,Ukraine,Ukraine,
base,model,"ir.module.module,shortdesc",base.module_l10n_ua,Ukraine - Accounting,Ukraine - Accounting,
base,code,addons/models.py,3393,Unable to delete this document because it is used as a default property,Unable to delete this document because it is used as a default property,
